Unit Name,Tenant Name,Lease Start,Lease End,Previous Lease Start,Previous Lease End,Previous Rent,Rent,Percent Difference,Dollar Difference,Status,Term,Tenant Transfer,Term_Days,Is_Month_To_Month,Last,First,Middle
1503,"Turner, Carolyn S.",2025-10-01,2026-09-26,2024-10-05,2025-09-26,2075.0,2075.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Turner,Carolyn,S
1801,"Mendoza, Matthew V.",2025-10-01,,2025-09-01,2026-08-31,1470.0,1470.0,0.0,0.0,Month To Month,Month To Month,No,,True,Mendoza,Matthew,V
1807,"Diaz, Jerry T.",2025-10-01,2026-09-26,2024-10-05,2025-09-26,1520.0,1520.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Diaz,Jerry,T
2202,"Torres, Emma F.",2025-10-01,2026-09-26,2024-09-27,2025-09-26,1520.0,1520.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Torres,Emma,F
2207,"Bennett, James J.",2025-10-01,2026-09-26,2024-10-01,2025-09-26,1520.0,1520.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Bennett,James,J
2407,"Robinson, Aaron A.",2025-10-01,2026-09-26,,,,1540.0,,,Did Not Renew,11 mo 26 day,No,356.0,False,Robinson,Aaron,A
1202,"Jackson, Patricia U.",2025-10-01,2026-09-26,2024-10-01,2025-09-26,1695.0,1695.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Jackson,Patricia,U
1216,"Gonzalez, Barbara V.",2025-10-01,2026-09-26,2024-09-23,2025-09-26,1425.0,1425.0,0.0,0.0,Renewed,11 mo 26 day,No,356.0,False,Gonzalez,Barbara,V
1404,"Wilson, Donna P.",2025-10-27,2026-10-26,2024-11-01,2025-10-26,2505.0,2505.0,0.0,0.0,Renewed,12 month,No,360.0,False,Wilson,Donna,P
2105,"Edwards, Maria W.",2025-10-27,2026-10-26,,,,2015.0,,,Did Not Renew,12 month,No,360.0,False,Edwards,Maria,W
2406,"Mendoza, Ashley Y.",2025-10-27,2026-05-26,2024-11-16,2025-10-26,2350.0,2350.0,0.0,0.0,Renewed,7 month,No,210.0,False,Mendoza,Ashley,Y
1123,"Morris, Adam F.",2025-10-27,2026-10-26,2024-11-01,2025-10-26,1425.0,1425.0,0.0,0.0,Renewed,12 month,No,360.0,False,Morris,Adam,F
1206,"Cox, Raymond A.",2025-10-27,2026-10-26,2024-11-15,2025-10-26,1725.0,1725.0,0.0,0.0,Renewed,12 month,No,360.0,False,Cox,Raymond,A
1223,"Jones, Christina B.",2025-10-27,2026-10-26,,,,1425.0,,,Did Not Renew,12 month,No,360.0,False,Jones,Christina,B
1124,"Cabral Nunez, Stephen E.",2025-10-29,2026-10-28,2023-10-29,2025-10-28,0.0,1635.0,,1635.0,Renewed,12 month,No,360.0,False,Cabral Nunez,Stephen,E
1603,"Robinson, Evelyn C.",2025-11-27,2026-11-26,2024-11-20,2025-11-26,2200.0,2200.0,0.0,0.0,Renewed,12 month,No,360.0,False,Robinson,Evelyn,C
2502,"Ward, Kelly J.",2025-11-27,2026-11-26,2024-12-01,2025-11-26,1615.0,1615.0,0.0,0.0,Renewed,12 month,No,360.0,False,Ward,Kelly,J
2503,"Nguyen, Sharon A.",2025-11-27,2026-11-26,2024-12-01,2025-11-26,2400.0,2400.0,0.0,0.0,Renewed,12 month,No,360.0,False,Nguyen,Sharon,A
1104,"Delgado Pena, Emily D.",2025-11-27,2026-11-26,2024-12-01,2025-11-26,1595.0,1625.0,1.88,30.0,Renewed,12 month,No,360.0,False,Delgado Pena,Emily,D
1201,"Parker, Helen E.",2025-11-27,2026-11-26,,,,1725.0,,,Did Not Renew,12 month,No,360.0,False,Parker,Helen,E
1201,"Morgan, Sharon L.",2025-12-26,2026-12-25,2024-01-05,2025-12-26,0.0,1575.0,,1575.0,Renewed,12 month,Yes,360.0,False,Morgan,Sharon,L
1106,"Harris, Walter K.",2025-12-27,2026-12-26,2025-01-01,2025-12-26,1820.0,1820.0,0.0,0.0,Renewed,12 month,No,360.0,False,Harris,Walter,K
1210,"Lee, Gregory U.",2025-12-27,2026-12-26,,,,1955.0,,,Did Not Renew,12 month,No,360.0,False,Lee,Gregory,U
1805,"Morris, Judith B.",2026-01-27,2026-03-26,2025-02-01,2026-01-26,1985.0,1985.0,0.0,0.0,Renewed,2 month,No,60.0,False,Morris,Judith,B
2201,"Allen, Henry F.",2026-01-27,2027-01-26,2025-01-17,2026-01-26,1500.0,1500.0,0.0,0.0,Renewed,12 month,No,360.0,False,Allen,Henry,F
2204,"Morgan, Patricia J.",2026-01-27,2027-01-26,2025-01-27,2026-01-26,1955.0,2015.0,3.07,60.0,Renewed,12 month,No,360.0,False,Morgan,Patricia,J
2405,"Thomas, Victoria G.",2026-01-27,2027-01-26,2025-01-31,2026-01-26,2035.0,2035.0,0.0,0.0,Renewed,12 month,No,360.0,False,Thomas,Victoria,G
1203,"Mitchell, Barbara K.",2026-01-27,2027-01-26,2024-01-27,2026-01-26,0.0,1795.0,,1795.0,Renewed,12 month,No,360.0,False,Mitchell,Barbara,K
1207,"Torres, Thomas H.",2026-01-27,2027-01-26,,,,1650.0,,,Pending,12 month,No,360.0,False,Torres,Thomas,H
2306,"Kim, Kenneth J.",2026-02-26,2027-02-25,2025-03-08,2026-02-25,2280.0,2280.0,0.0,0.0,Renewed,12 month,No,360.0,False,Kim,Kenneth,J
1504,"Smith, Stephanie P.",2026-02-27,2027-02-26,,,,1960.0,,,Did Not Renew,12 month,No,360.0,False,Smith,Stephanie,P
1107,"Ruiz, Amanda K.",2026-02-27,2027-02-26,,,,1650.0,,,Pending,12 month,No,360.0,False,Ruiz,Amanda,K
1502,"Murphy, Michael B.",2026-03-27,2027-03-26,2024-03-27,2026-03-26,1605.0,1605.0,0.0,0.0,Did Not Renew,12 month,No,360.0,False,Murphy,Michael,B
1502,"Murphy, Michael B.",2026-03-27,2027-06-26,2024-03-27,2026-03-26,1605.0,1445.0,-9.97,-160.0,Renewed,15 month,No,450.0,False,Murphy,Michael,B
1502,"Murphy, Michael B.",2026-03-27,2027-09-26,2024-03-27,2026-03-26,1605.0,1445.0,-9.97,-160.0,Did Not Renew,18 month,No,540.0,False,Murphy,Michael,B
1502,"Murphy, Michael B.",2026-03-27,2026-12-26,2024-03-27,2026-03-26,1605.0,1790.0,11.53,185.0,Did Not Renew,9 month,No,270.0,False,Murphy,Michael,B
1507,"Howard, Alexander D.",2026-03-27,2027-03-26,,,,1465.0,,,Did Not Renew,12 month,No,360.0,False,Howard,Alexander,D
1802,"Wilson, Emily R.",2026-03-27,2027-03-26,,,,1630.0,,,Pending,12 month,No,360.0,False,Wilson,Emily,R
1805,"Morris, Judith B.",2026-03-27,2027-03-26,,,,1985.0,,,Did Not Renew,12 month,No,360.0,False,Morris,Judith,B
2006,"Bennett, Tyler L.",2026-03-27,2027-03-26,2025-04-16,2026-03-26,2200.0,2200.0,0.0,0.0,Renewed,12 month,No,360.0,False,Bennett,Tyler,L
2106,"Taylor, Susan Q.",2026-03-27,2027-03-26,,,,2280.0,,,Did Not Renew,12 month,No,360.0,False,Taylor,Susan,Q
1205,"Gray, Thomas V.",2026-03-27,2027-03-26,2025-03-27,2026-03-26,1710.0,1710.0,0.0,0.0,Renewed,12 month,No,360.0,False,Gray,Thomas,V
1215,"King, Lauren M.",2026-03-27,2027-03-26,2025-04-07,2026-03-26,1415.0,1415.0,0.0,0.0,Renewed,12 month,No,360.0,False,King,Lauren,M
2103,"Watson, Sandra N.",2026-03-30,2026-09-29,2025-09-30,2026-03-29,2280.0,2280.0,0.0,0.0,Renewed,6 month,No,180.0,False,Watson,Sandra,N
1505,"Ortiz, Jack A.",2026-04-01,2027-03-26,2025-03-27,2026-03-26,2025.0,1990.0,-1.73,-35.0,Renewed,11 mo 26 day,No,356.0,False,Ortiz,Jack,A
1402,"Diaz, Michael P.",2026-04-27,2027-04-26,,,,1900.0,,,Pending,12 month,No,360.0,False,Diaz,Michael,P
1402,"Diaz, Michael P.",2026-04-27,2027-01-26,,,,2185.0,,,Pending,9 month,No,270.0,False,Diaz,Michael,P
1402,"Diaz, Michael P.",2026-04-27,2027-07-26,,,,1710.0,,,Pending,15 month,No,450.0,False,Diaz,Michael,P
1402,"Diaz, Michael P.",2026-04-27,2027-10-26,,,,1710.0,,,Pending,18 month,No,540.0,False,Diaz,Michael,P
1905,"Rivera, Shirley P.",2026-04-27,2027-04-26,,,,1985.0,,,Pending,12 month,No,360.0,False,Rivera,Shirley,P
1905,"Rivera, Shirley P.",2026-04-27,2027-01-26,,,,2285.0,,,Pending,9 month,No,270.0,False,Rivera,Shirley,P
1905,"Rivera, Shirley P.",2026-04-27,2027-07-26,,,,1785.0,,,Pending,15 month,No,450.0,False,Rivera,Shirley,P
1905,"Rivera, Shirley P.",2026-04-27,2027-10-26,,,,1785.0,,,Pending,18 month,No,540.0,False,Rivera,Shirley,P
2007,"Johnson, Timothy G.",2026-04-27,2027-04-26,2025-05-01,2026-04-26,1490.0,1490.0,0.0,0.0,Did Not Renew,12 month,No,360.0,False,Johnson,Timothy,G
2007,"Johnson, Timothy G.",2026-04-27,2027-01-26,2025-05-01,2026-04-26,1490.0,1715.0,15.1,225.0,Did Not Renew,9 month,No,270.0,False,Johnson,Timothy,G
2007,"Johnson, Timothy G.",2026-04-27,2027-07-26,2025-05-01,2026-04-26,1490.0,1340.0,-10.07,-150.0,Renewed,15 month,No,450.0,False,Johnson,Timothy,G
2007,"Johnson, Timothy G.",2026-04-27,2027-10-26,2025-05-01,2026-04-26,1490.0,1340.0,-10.07,-150.0,Did Not Renew,18 month,No,540.0,False,Johnson,Timothy,G
2501,"Chavez, Charles Q.",2026-04-27,2027-04-26,2025-04-23,2026-04-26,1500.0,1500.0,0.0,0.0,Renewed,12 month,No,360.0,False,Chavez,Charles,Q
2501,"Chavez, Charles Q.",2026-04-27,2027-01-26,2025-04-23,2026-04-26,1500.0,1725.0,15.0,225.0,Did Not Renew,9 month,No,270.0,False,Chavez,Charles,Q
2501,"Chavez, Charles Q.",2026-04-27,2027-07-26,2025-04-23,2026-04-26,1500.0,1350.0,-10.0,-150.0,Did Not Renew,15 month,No,450.0,False,Chavez,Charles,Q
2501,"Chavez, Charles Q.",2026-04-27,2027-10-26,2025-04-23,2026-04-26,1500.0,1350.0,-10.0,-150.0,Did Not Renew,18 month,No,540.0,False,Chavez,Charles,Q
1112,"Anderson, Margaret F.",2026-04-27,2027-04-26,,,,1930.0,,,Pending,12 month,No,360.0,False,Anderson,Margaret,F
1112,"Anderson, Margaret F.",2026-04-27,2027-01-26,,,,2220.0,,,Pending,9 month,No,270.0,False,Anderson,Margaret,F
1112,"Anderson, Margaret F.",2026-04-27,2027-07-26,,,,1735.0,,,Pending,15 month,No,450.0,False,Anderson,Margaret,F
1112,"Anderson, Margaret F.",2026-04-27,2027-10-26,,,,1735.0,,,Pending,18 month,No,540.0,False,Anderson,Margaret,F
1114,"Hill, Diane R.",2026-04-27,2027-04-26,,,,1630.0,,,Did Not Renew,12 month,No,360.0,False,Hill,Diane,R
1114,"Hill, Diane R.",2026-04-27,2027-01-26,,,,1875.0,,,Did Not Renew,9 month,No,270.0,False,Hill,Diane,R
1114,"Hill, Diane R.",2026-04-27,2027-07-26,,,,1465.0,,,Did Not Renew,15 month,No,450.0,False,Hill,Diane,R
1114,"Hill, Diane R.",2026-04-27,2027-10-26,,,,1465.0,,,Did Not Renew,18 month,No,540.0,False,Hill,Diane,R
1120,"Stewart, Jonathan R.",2026-04-27,2027-04-26,,,,1425.0,,,Pending,12 month,No,360.0,False,Stewart,Jonathan,R
1120,"Stewart, Jonathan R.",2026-04-27,2027-01-26,,,,1640.0,,,Pending,9 month,No,270.0,False,Stewart,Jonathan,R
1120,"Stewart, Jonathan R.",2026-04-27,2027-07-26,,,,1285.0,,,Pending,15 month,No,450.0,False,Stewart,Jonathan,R
1120,"Stewart, Jonathan R.",2026-04-27,2027-10-26,,,,1285.0,,,Pending,18 month,No,540.0,False,Stewart,Jonathan,R
