Work Order Number,Primary Resident,Created At,Amount,Resident Requested
157285-1,"Ramos, Mark J.",2026-04-30 00:00:00,0.0,Yes
157314-1,"Richardson, Stephen Q.",2026-05-01 00:00:00,0.0,Yes
157329-1,"Stewart, Justin T.",2026-05-01 00:00:00,0.0,Yes
157352-1,"Murphy, Melissa D.",2026-05-01 00:00:00,0.0,No
157402-1,"Diaz, Walter V.",2026-05-01 00:00:00,0.0,Yes
157404-1,"Ramirez, Joan M.",2026-05-01 00:00:00,0.0,Yes
157412-1,"Ramos, Heather Q.",2026-05-01 00:00:00,0.0,Yes
157415-1,"Taylor, Larry S.",2026-05-02 00:00:00,0.0,Yes
157416-1,"Lopez, Joan Y.",2026-05-02 00:00:00,0.0,Yes
157438-1,"Morgan, Jessica N.",2026-05-02 00:00:00,0.0,No
157441-1,"Brown, Helen G.",2026-05-02 00:00:00,0.0,Yes
157442-1,"Torres, Thomas H.",2026-05-02 00:00:00,0.0,Yes
157444-1,"Cooper, Anthony K.",2026-05-02 00:00:00,0.0,Yes
157445-1,"Cooper, Anthony K.",2026-05-02 00:00:00,0.0,Yes
157452-1,"Martinez, Gregory G.",2026-05-03 00:00:00,0.0,Yes
157500-1,"Cifuentes Roa, Cynthia K.",2026-05-04 00:00:00,0.0,Yes
157502-1,"Bennett, Tyler L.",2026-05-04 00:00:00,0.0,Yes
157503-1,"Bennett, Tyler L.",2026-05-04 00:00:00,0.0,Yes
157504-1,"Bennett, Tyler L.",2026-05-04 00:00:00,0.0,Yes
157505-1,"Bennett, Tyler L.",2026-05-04 00:00:00,0.0,Yes
157506-1,"Stewart, Justin T.",2026-05-04 00:00:00,0.0,Yes
157507-1,"Stewart, Justin T.",2026-05-04 00:00:00,0.0,Yes
157538-1,"Diaz, Walter V.",2026-05-04 00:00:00,0.0,Yes
157549-1,"Wilson, Donna P.",2026-05-04 00:00:00,0.0,Yes
157569-1,"Cooper, Anthony K.",2026-05-04 00:00:00,0.0,Yes
157618-1,"Martinez, Gregory G.",2026-05-05 00:00:00,0.0,Yes
157667-1,"Sanchez, Deborah C.",2026-05-05 00:00:00,0.0,Yes
156019-2,"Wood, Betty V.",2026-05-05 00:00:00,0.0,No
157705-1,"Diaz, Michael P.",2026-05-05 00:00:00,0.0,Yes
157724-1,"Ramirez, Katherine P.",2026-05-06 00:00:00,0.0,Yes
157729-1,"Ramirez, Katherine P.",2026-05-06 00:00:00,0.0,Yes
157734-1,"Ramirez, Katherine P.",2026-05-06 00:00:00,0.0,Yes
157744-1,"Brooks, Kathleen D.",2026-05-06 00:00:00,0.0,Yes
157745-1,"Ramirez, Joan M.",2026-05-06 00:00:00,0.0,Yes
157816-1,"Cifuentes Roa, Cynthia K.",2026-05-06 00:00:00,0.0,Yes
157823-1,"Martinez, Gregory G.",2026-05-06 00:00:00,0.0,Yes
157910-1,"Ortiz, Jack A.",2026-05-07 00:00:00,0.0,No
157950-1,"Cifuentes Roa, Cynthia K.",2026-05-07 00:00:00,0.0,Yes
157981-1,"Ortiz, Peter E.",2026-05-08 00:00:00,0.0,Yes
158033-1,"Murphy, Michael B.",2026-05-08 00:00:00,0.0,No
158062-1,"Mendoza, Stephanie B.",2026-05-08 00:00:00,0.0,Yes
158188-1,"Lewis, Nathan Y.",2026-05-11 00:00:00,0.0,No
158196-1,"Baker, Pamela B.",2026-05-11 00:00:00,0.0,Yes
158230-1,"Wood, Betty V.",2026-05-12 00:00:00,0.0,Yes
158290-1,"Ward, Richard L.",2026-05-12 00:00:00,0.0,Yes
158394-1,"Gutierrez, Laura P.",2026-05-13 00:00:00,0.0,No
158394-3,"Gutierrez, Laura P.",2026-05-13 00:00:00,0.0,No
158505-1,"Bennett, Tyler L.",2026-05-14 00:00:00,0.0,Yes
158572-1,"Davis, Daniel T.",2026-05-14 00:00:00,0.0,No
158623-1,"Anderson, Margaret F.",2026-05-14 00:00:00,0.0,Yes
158759-1,"Lewis, Nathan Y.",2026-05-16 00:00:00,0.0,Yes
158816-1,"Harris, Melissa F.",2026-05-17 00:00:00,0.0,Yes
158829-1,"Adams, Debra K.",2026-05-17 00:00:00,0.0,Yes
158846-1,"Walker, Eric R.",2026-05-17 00:00:00,0.0,Yes
158895-1,"Diaz, Jerry T.",2026-05-18 00:00:00,0.0,Yes
159019-1,"Walker, Eric R.",2026-05-19 00:00:00,0.0,Yes
159072-1,"Walker, Eric R.",2026-05-19 00:00:00,0.0,Yes
159087-1,"Gonzalez, Sarah Y.",2026-05-20 00:00:00,0.0,No
159125-1,"Harris, Melissa F.",2026-05-20 00:00:00,0.0,Yes
159137-1,"Taylor, Larry S.",2026-05-20 00:00:00,0.0,No
159148-1,"Bennett, Tyler L.",2026-05-20 00:00:00,0.0,No
159174-1,"Lewis, Nathan Y.",2026-05-20 00:00:00,0.0,No
159182-1,"Wright, James U.",2026-05-20 00:00:00,0.0,No
159289-1,"Edwards, Samuel A.",2026-05-21 00:00:00,0.0,No
159394-1,"Wright, James U.",2026-05-22 00:00:00,0.0,No
159531-3,"Salinas Cortes, Katherine R.",2026-05-26 00:00:00,0.0,No
159532-1,"Mendoza, Ashley Y.",2026-05-26 00:00:00,0.0,No
159532-3,"Mendoza, Ashley Y.",2026-05-26 00:00:00,0.0,No
159583-1,"Nelson, Anthony Y.",2026-05-26 00:00:00,0.0,No
159603-1,"Kelly, Timothy E.",2026-05-26 00:00:00,0.0,No
159688-1,"Morales, Douglas C.",2026-05-27 00:00:00,0.0,No
159691-1,"Adams, Debra K.",2026-05-27 00:00:00,0.0,No
159695-1,"Reed, Mark G.",2026-05-27 00:00:00,0.0,Yes
159696-1,"Reed, Mark G.",2026-05-27 00:00:00,0.0,Yes
159710-1,"Morales, Douglas C.",2026-05-27 00:00:00,0.0,No
159734-1,"Walker, Carol T.",2026-05-27 00:00:00,0.0,Yes
159816-1,"Martinez, Gregory G.",2026-05-28 00:00:00,0.0,Yes
159852-1,"Diaz, Walter V.",2026-05-28 00:00:00,0.0,No
159948-1,"Wood, Betty V.",2026-05-29 00:00:00,0.0,Yes
160081-1,"Hernandez, Elizabeth Q.",2026-05-29 00:00:00,0.0,Yes
160114-1,"Wood, Betty V.",2026-05-30 00:00:00,0.0,Yes
160157-1,"Richardson, Ronald W.",2026-05-30 00:00:00,0.0,Yes
160202-1,"Lewis, Nathan Y.",2026-05-31 00:00:00,0.0,Yes
160203-1,"Lewis, Nathan Y.",2026-05-31 00:00:00,0.0,Yes
160217-1,"Collins, Brian L.",2026-06-01 00:00:00,0.0,Yes
160257-1,"Morales, Douglas C.",2026-06-01 00:00:00,0.0,No
160334-1,"Williams, Scott B.",2026-06-01 00:00:00,0.0,Yes
160335-1,"Nguyen, Joseph E.",2026-06-01 00:00:00,0.0,Yes
160338-1,"Cooper, Jose H.",2026-06-01 00:00:00,0.0,Yes
160379-1,"Peterson, Donald J.",2026-06-02 00:00:00,0.0,No
160404-1,"Edwards, Samuel A.",2026-06-02 00:00:00,0.0,No
160424-1,"Ortiz, Jack A.",2026-06-02 00:00:00,0.0,No
160429-1,"Wright, James U.",2026-06-02 00:00:00,0.0,No
159087-2,"Gonzalez, Sarah Y.",2026-06-02 00:00:00,0.0,No
160447-1,"Peterson, Donald J.",2026-06-02 00:00:00,0.0,Yes
160451-1,"Edwards, Samuel A.",2026-06-02 00:00:00,0.0,No
160454-1,"Wood, Betty V.",2026-06-02 00:00:00,0.0,Yes
160497-1,"Cifuentes Roa, Cynthia K.",2026-06-03 00:00:00,0.0,No
160563-1,"Nguyen, Joseph E.",2026-06-03 00:00:00,0.0,Yes
160578-1,"Young, Jennifer C.",2026-06-03 00:00:00,0.0,Yes
160602-1,"Morales, Douglas C.",2026-06-04 00:00:00,0.0,Yes
160722-1,"Peterson, Donald J.",2026-06-04 00:00:00,0.0,Yes
158033-2,"Murphy, Michael B.",2026-06-05 00:00:00,0.0,No
160765-1,"Gonzalez, Sarah Y.",2026-06-05 00:00:00,0.0,Yes
160895-1,"Thompson, Adam R.",2026-06-06 00:00:00,0.0,Yes
160917-1,"Cox, Steven W.",2026-06-07 00:00:00,0.0,Yes
160932-1,"Williams, Scott B.",2026-06-07 00:00:00,0.0,Yes
160942-1,"Walker, Carol T.",2026-06-07 00:00:00,0.0,Yes
160951-1,"Richardson, Ronald W.",2026-06-07 00:00:00,0.0,Yes
160968-1,"Ramos, Heather Q.",2026-06-08 00:00:00,0.0,Yes
160989-1,"Wilson, Donna P.",2026-06-08 00:00:00,0.0,Yes
161078-1,"Ramos, Heather Q.",2026-06-08 00:00:00,0.0,Yes
161109-1,"Lewis, Nathan Y.",2026-06-09 00:00:00,0.0,Yes
161152-1,"Ortiz, Edward G.",2026-06-09 00:00:00,0.0,Yes
161214-1,"Moore, Christopher A.",2026-06-09 00:00:00,0.0,Yes
161264-1,"Bennett, James J.",2026-06-10 00:00:00,0.0,No
161299-1,"Murphy, Melissa D.",2026-06-10 00:00:00,0.0,No
159182-2,"Wright, James U.",2026-06-10 00:00:00,0.0,No
161324-1,"Ortiz, Edward G.",2026-06-10 00:00:00,0.0,Yes
161328-1,"Peterson, Donald J.",2026-06-10 00:00:00,0.0,Yes
161334-1,"Harris, Melissa F.",2026-06-10 00:00:00,0.0,Yes
161362-1,"Adams, Debra K.",2026-06-11 00:00:00,0.0,Yes
161402-1,"Davis, Daniel T.",2026-06-11 00:00:00,0.0,No
161473-1,"Flores, Kenneth L.",2026-06-11 00:00:00,0.0,Yes
161508-1,"Sanchez, Deborah C.",2026-06-12 00:00:00,0.0,Yes
161552-1,"Morgan, Sharon L.",2026-06-12 00:00:00,0.0,No
161553-1,"Ramos, Mark J.",2026-06-12 00:00:00,0.0,Yes
161735-1,"Cox, Steven W.",2026-06-15 00:00:00,0.0,Yes
161799-1,"Ward, Richard L.",2026-06-15 00:00:00,0.0,Yes
161800-1,"Brown, Helen G.",2026-06-15 00:00:00,0.0,Yes
161871-1,"Diaz, Walter V.",2026-06-16 00:00:00,0.0,No
161913-1,"Green, George T.",2026-06-16 00:00:00,0.0,No
161927-1,"Diaz, Michael P.",2026-06-16 00:00:00,0.0,No
161983-1,"Baker, Pamela B.",2026-06-16 00:00:00,0.0,Yes
162045-1,"Diaz, Walter V.",2026-06-17 00:00:00,0.0,No
162173-1,"Wright, James U.",2026-06-18 00:00:00,0.0,No
162193-1,"Anderson, Matthew H.",2026-06-18 00:00:00,0.0,Yes
162195-1,"Anderson, Matthew H.",2026-06-18 00:00:00,0.0,Yes
162198-1,"Harris, Melissa F.",2026-06-18 00:00:00,0.0,No
162314-1,"Torres, Laura D.",2026-06-21 00:00:00,0.0,Yes
162317-1,"White, Dennis J.",2026-06-21 00:00:00,0.0,Yes
162442-1,"White, Mary L.",2026-06-22 00:00:00,0.0,Yes
162470-1,"White, Dennis J.",2026-06-23 00:00:00,0.0,Yes
162504-1,"Ward, Richard L.",2026-06-23 00:00:00,0.0,No
162628-1,"Morales, Douglas C.",2026-06-24 00:00:00,0.0,Yes
162629-1,"Morales, Douglas C.",2026-06-24 00:00:00,0.0,Yes
162722-1,"Jackson, Sharon W.",2026-06-24 00:00:00,0.0,Yes
162893-1,"Wilson, Emily R.",2026-06-25 00:00:00,0.0,Yes
162931-3,"Richardson, Ronald W.",2026-06-26 00:00:00,0.0,No
162952-1,"Gomez, Joyce W.",2026-06-26 00:00:00,0.0,Yes
162987-1,"Walker, Carol T.",2026-06-26 00:00:00,0.0,Yes
163011-1,"Cook, William W.",2026-06-27 00:00:00,0.0,Yes
163013-1,"Cook, William W.",2026-06-27 00:00:00,0.0,Yes
163046-1,"Evans, Jacob K.",2026-06-27 00:00:00,0.0,Yes
163078-1,"Adams, Debra K.",2026-06-28 00:00:00,0.0,Yes
163089-1,"Flores, Kenneth L.",2026-06-28 00:00:00,0.0,Yes
163112-1,"Flores, Nancy S.",2026-06-29 00:00:00,0.0,Yes
163175-1,"Gomez, Joyce W.",2026-06-29 00:00:00,0.0,Yes
163179-1,"White, Dennis J.",2026-06-29 00:00:00,0.0,No
163225-1,"Hughes, Donna M.",2026-06-29 00:00:00,0.0,Yes
163226-1,"Wood, Betty V.",2026-06-29 00:00:00,0.0,Yes
163227-1,"Wood, Betty V.",2026-06-29 00:00:00,0.0,Yes
163270-1,"Morris, Benjamin H.",2026-06-30 00:00:00,0.0,Yes
163290-1,"Diaz, Michael P.",2026-06-30 00:00:00,0.0,Yes
163291-1,"Anderson, Matthew H.",2026-06-30 00:00:00,0.0,Yes
163309-1,"Torres, Laura D.",2026-06-30 00:00:00,0.0,No
163351-1,"Jackson, Sharon W.",2026-06-30 00:00:00,0.0,Yes
163400-1,"Morgan, Jessica N.",2026-07-01 00:00:00,0.0,Yes
163401-1,"Morgan, Jessica N.",2026-07-01 00:00:00,0.0,Yes
163426-1,"Morales, Douglas C.",2026-07-01 00:00:00,0.0,Yes
163468-1,"Lopez, Joan Y.",2026-07-01 00:00:00,0.0,Yes
163516-1,"Diaz, Walter V.",2026-07-01 00:00:00,0.0,Yes
163535-1,"Cook, William W.",2026-07-02 00:00:00,0.0,Yes
163577-1,"Hall, John H.",2026-07-02 00:00:00,0.0,No
163585-1,"Campbell, Steven J.",2026-07-02 00:00:00,0.0,No
163589-1,"Peterson, Donald J.",2026-07-02 00:00:00,0.0,Yes
163605-1,"Johnson, Brandon N.",2026-07-02 00:00:00,0.0,Yes
163633-1,"Jackson, Sharon W.",2026-07-02 00:00:00,0.0,Yes
163664-1,"Bailey, Kyle S.",2026-07-03 00:00:00,0.0,No
163764-1,"Wood, Betty V.",2026-07-04 00:00:00,0.0,Yes
163772-1,"Bailey, Kyle S.",2026-07-05 00:00:00,0.0,Yes
163773-1,"Bailey, Kyle S.",2026-07-05 00:00:00,0.0,Yes
163774-1,"Bailey, Kyle S.",2026-07-05 00:00:00,0.0,Yes
163775-1,"Bailey, Kyle S.",2026-07-05 00:00:00,0.0,Yes
163779-1,"Campbell, Steven J.",2026-07-05 00:00:00,0.0,Yes
163781-1,"Mendoza, Stephanie B.",2026-07-05 00:00:00,0.0,Yes
163830-1,"Nelson, Jason B.",2026-07-06 00:00:00,0.0,Yes
163831-1,"Nelson, Jason B.",2026-07-06 00:00:00,0.0,Yes
164046-1,"Nguyen, Sharon A.",2026-07-07 00:00:00,0.0,No
164173-1,"Cooper, Jose H.",2026-07-08 00:00:00,0.0,Yes
164208-1,"Campbell, Steven J.",2026-07-09 00:00:00,0.0,Yes
164406-1,"Johnson, Brandon N.",2026-07-10 00:00:00,0.0,No
164488-1,"Wilson, Megan V.",2026-07-11 00:00:00,0.0,Yes
164669-1,"Bailey, Kyle S.",2026-07-13 00:00:00,0.0,Yes
164670-1,"Wilson, Donna P.",2026-07-13 00:00:00,0.0,No
164671-1,"Bailey, Kyle S.",2026-07-13 00:00:00,0.0,Yes
164672-1,"Bailey, Kyle S.",2026-07-13 00:00:00,0.0,Yes
164675-1,"Bailey, Kyle S.",2026-07-13 00:00:00,0.0,Yes
164724-1,"Jackson, Patricia U.",2026-07-13 00:00:00,0.0,Yes
164749-1,"Wood, Betty V.",2026-07-14 00:00:00,0.0,Yes
164980-1,"Baker, Cynthia Y.",2026-07-15 00:00:00,0.0,Yes
164994-1,"Mendoza, Stephanie B.",2026-07-15 00:00:00,0.0,Yes
165041-1,"Cooper, Jose H.",2026-07-15 00:00:00,0.0,Yes
165347-1,"Hughes, Donna M.",2026-07-17 00:00:00,0.0,Yes
165375-1,"Hughes, Donna M.",2026-07-18 00:00:00,0.0,Yes
165377-1,"Carter, David M.",2026-07-18 00:00:00,0.0,Yes
165390-1,"Evans, Jacob K.",2026-07-18 00:00:00,0.0,Yes
165413-1,"Peterson, Donald J.",2026-07-19 00:00:00,0.0,Yes
165418-1,"Gutierrez, Emma R.",2026-07-19 00:00:00,0.0,Yes
165420-1,"Baker, Pamela B.",2026-07-19 00:00:00,0.0,Yes
148821-1,"Diaz, Walter V.",2026-01-26 00:00:00,0.0,Yes
150438-1,"Mitchell, Kevin H.",2026-02-13 00:00:00,0.0,Yes
150621-1,"Brooks, Kathleen D.",2026-02-16 00:00:00,0.0,Yes
150636-1,"Murphy, Michael B.",2026-02-16 00:00:00,0.0,No
150656-1,"Taylor, Susan Q.",2026-02-16 00:00:00,0.0,Yes
151076-1,"Gonzalez, Barbara V.",2026-02-22 00:00:00,0.0,Yes
151388-1,Business Tenant 11,2026-02-25 00:00:00,0.0,Yes
151487-1,"Gutierrez, Anna M.",2026-02-26 00:00:00,0.0,No
151517-1,"Wood, Betty V.",2026-02-26 00:00:00,0.0,Yes
99558-1,"Lewis, Kimberly M.",2022-09-20 00:00:00,0.0,Yes
104179-1,"Baker, Cynthia Y.",2023-02-28 00:00:00,0.0,No
61619-1,"Brown, Helen G.",2019-09-21 00:00:00,0.0,Yes
61638-1,"Garcia, Ronald S.",2019-09-22 00:00:00,0.0,Yes
61660-1,Business Tenant 10,2019-09-23 00:00:00,0.0,Yes
61682-1,Business Tenant 10,2019-09-23 00:00:00,0.0,Yes
61697-1,Business Tenant 2,2019-09-23 00:00:00,0.0,No
61821-1,"Clark, Evelyn E.",2019-09-26 00:00:00,0.0,Yes
61827-1,Business Tenant 9,2019-09-26 00:00:00,0.0,Yes
61833-1,"James, Rachel N.",2019-09-26 00:00:00,0.0,Yes
61864-1,"James, Rachel N.",2019-09-27 00:00:00,0.0,Yes
61902-1,"Rivera, Shirley H.",2019-09-28 00:00:00,0.0,Yes
61903-1,"Morgan, Joseph G.",2019-09-28 00:00:00,0.0,Yes
61924-1,Business Tenant 11,2019-09-28 00:00:00,0.0,Yes
61953-1,"Gutierrez, Thomas K.",2019-09-30 00:00:00,0.0,Yes
61954-1,"Martinez, Brian A.",2019-09-30 00:00:00,0.0,No
61955-1,Business Tenant 3,2019-09-30 00:00:00,0.0,No
61994-1,"Rivera, Shirley H.",2019-09-30 00:00:00,0.0,Yes
62014-1,"Brown, Helen G.",2019-10-01 00:00:00,0.0,Yes
62027-1,Business Tenant 2,2019-10-01 00:00:00,0.0,No
62091-1,Business Tenant 9,2019-10-02 00:00:00,0.0,Yes
62104-1,Business Tenant 10,2019-10-02 00:00:00,0.0,Yes
62108-1,"Nelson, Diane T.",2019-10-02 00:00:00,0.0,Yes
62173-1,"Wilson, Donna P.",2019-10-03 00:00:00,0.0,Yes
62193-1,"Thomas, Victoria A.",2019-10-04 00:00:00,0.0,Yes
62203-1,Business Tenant 10,2019-10-04 00:00:00,0.0,Yes
62242-1,Business Tenant 9,2019-10-05 00:00:00,0.0,Yes
62305-1,Business Tenant 10,2019-10-07 00:00:00,0.0,Yes
62316-1,"Watson, Sandra G.",2019-10-07 00:00:00,0.0,Yes
62371-1,"Anderson, Matthew B.",2019-10-08 00:00:00,0.0,Yes
62398-1,"James, Rachel N.",2019-10-09 00:00:00,0.0,Yes
62400-1,Business Tenant 10,2019-10-09 00:00:00,0.0,Yes
62438-1,Business Tenant 10,2019-10-10 00:00:00,0.0,Yes
62441-1,Business Tenant 10,2019-10-10 00:00:00,0.0,Yes
62475-1,"Watson, Sandra G.",2019-10-10 00:00:00,0.0,Yes
62477-1,"Anderson, Matthew B.",2019-10-10 00:00:00,0.0,Yes
62726-1,"Chavez, Charles J.",2019-10-16 00:00:00,0.0,Yes
62728-1,"Chavez, Charles J.",2019-10-16 00:00:00,0.0,Yes
62730-1,"Campbell, Raymond C.",2019-10-16 00:00:00,0.0,Yes
62757-1,Business Tenant 9,2019-10-17 00:00:00,0.0,Yes
62786-1,"Brown, Helen G.",2019-10-18 00:00:00,0.0,No
62800-1,Business Tenant 9,2019-10-18 00:00:00,0.0,Yes
62801-1,Business Tenant 9,2019-10-18 00:00:00,0.0,Yes
62814-1,Business Tenant 9,2019-10-18 00:00:00,0.0,Yes
62850-1,"Campbell, Raymond C.",2019-10-19 00:00:00,0.0,Yes
62870-1,"Kelly, Rachel W.",2019-10-20 00:00:00,0.0,Yes
62885-1,"Garcia, Ronald S.",2019-10-20 00:00:00,0.0,Yes
62886-1,"Garcia, Ronald S.",2019-10-20 00:00:00,0.0,Yes
62887-1,"Garcia, Ronald S.",2019-10-20 00:00:00,0.0,Yes
62888-1,"Garcia, Ronald S.",2019-10-20 00:00:00,0.0,Yes
62906-1,"Martin, Emily V.",2019-10-21 00:00:00,0.0,No
62930-1,"Brown, Helen G.",2019-10-21 00:00:00,0.0,Yes
62958-1,"Thomas, Victoria A.",2019-10-22 00:00:00,0.0,Yes
62964-1,"Martin, Emily V.",2019-10-22 00:00:00,0.0,No
62966-1,"Green, Amanda M.",2019-10-22 00:00:00,0.0,No
62982-1,"Garcia, Ronald S.",2019-10-22 00:00:00,0.0,Yes
63002-1,"Reed, Maria A.",2019-10-22 00:00:00,0.0,Yes
63022-1,"Williams, Joshua V.",2019-10-23 00:00:00,0.0,No
63073-1,Business Tenant 9,2019-10-24 00:00:00,0.0,Yes
63074-1,Business Tenant 9,2019-10-24 00:00:00,0.0,Yes
63080-1,Business Tenant 3,2019-10-24 00:00:00,0.0,No
63104-1,"Wilson, Donna P.",2019-10-25 00:00:00,0.0,Yes
63109-1,Business Tenant 25,2019-10-25 00:00:00,0.0,No
63275-1,"Martin, Emily V.",2019-10-30 00:00:00,0.0,No
63276-1,"Martin, Emily V.",2019-10-30 00:00:00,0.0,No
63387-1,"Cox, Susan U.",2019-10-31 00:00:00,0.0,Yes
63465-1,"Stewart, Jacob M.",2019-11-02 00:00:00,0.0,Yes
63533-1,"Williams, Joshua V.",2019-11-04 00:00:00,0.0,No
63559-1,"Wood, Lauren P.",2019-11-04 00:00:00,0.0,No
63571-1,"Stewart, Jacob M.",2019-11-04 00:00:00,0.0,Yes
63578-1,"Stewart, Jacob M.",2019-11-05 00:00:00,0.0,Yes
63579-1,"Lewis, Shirley R.",2019-11-05 00:00:00,0.0,Yes
63580-1,"Garcia, Ronald S.",2019-11-05 00:00:00,0.0,Yes
63634-1,"Morgan, Joseph G.",2019-11-06 00:00:00,0.0,Yes
63639-1,"Martin, Emily V.",2019-11-06 00:00:00,0.0,No
63646-1,Business Tenant 1,2019-11-06 00:00:00,0.0,No
63673-1,"Scott, Nicole Y.",2019-11-06 00:00:00,0.0,Yes
63767-1,Business Tenant 36,2019-11-08 00:00:00,0.0,No
63780-1,"Scott, Nicole Y.",2019-11-08 00:00:00,0.0,Yes
63781-1,"Scott, Nicole Y.",2019-11-08 00:00:00,0.0,Yes
63947-1,"Morgan, Joseph G.",2019-11-13 00:00:00,0.0,Yes
64035-1,"Evans, Jacob D.",2019-11-15 00:00:00,0.0,No
64172-1,"Garcia, Ronald S.",2019-11-19 00:00:00,0.0,Yes
64177-1,"Garcia, Ronald S.",2019-11-20 00:00:00,0.0,No
64228-1,"Kelly, Rachel W.",2019-11-21 00:00:00,0.0,No
132129-1,"Watson, Jack L.",2025-02-19 00:00:00,0.0,Yes
133368-1,"Rogers, Evelyn Q.",2025-03-18 00:00:00,0.0,Yes
91307-1,"Lewis, Kimberly T.",2021-11-02 00:00:00,0.0,Yes
96224-1,"Johnson, Brandon G.",2022-05-18 00:00:00,0.0,Yes
96648-1,"Ortiz, Jack A.",2022-06-03 00:00:00,115.0,No
97423-1,"Miller, Pamela V.",2022-07-04 00:00:00,0.0,Yes
97456-1,"Allen, Joan T.",2022-07-05 00:00:00,0.0,Yes
97608-1,"Smith, Matthew K.",2022-07-11 00:00:00,0.0,Yes
97622-1,"Stewart, Jacob F.",2022-07-11 00:00:00,0.0,Yes
97664-1,"Kelly, Gary A.",2022-07-12 00:00:00,0.0,Yes
97681-1,"Collins, Brian L.",2022-07-13 00:00:00,0.0,Yes
97689-1,"Cooper, Diane F.",2022-07-13 00:00:00,0.0,Yes
97722-1,"Green, Amanda M.",2022-07-14 00:00:00,0.0,No
97814-1,"Kim, Christine E.",2022-07-19 00:00:00,0.0,No
97874-1,"Kim, Christine E.",2022-07-20 00:00:00,0.0,No
97890-1,"Lewis, Kimberly T.",2022-07-20 00:00:00,120.0,Yes
97910-1,"Clark, Angela G.",2022-07-21 00:00:00,0.0,Yes
97916-1,"Cabral Nunez, Stephen E.",2022-07-21 00:00:00,0.0,No
97920-1,"James, Brandon Q.",2022-07-21 00:00:00,95.0,Yes
97990-1,"Mitchell, Barbara K.",2022-07-22 00:00:00,0.0,Yes
98016-1,"Richardson, Ronald N.",2022-07-24 00:00:00,0.0,Yes
98029-1,"Roberts, Sandra J.",2022-07-24 00:00:00,0.0,Yes
98053-1,"Martin, Megan Y.",2022-07-25 00:00:00,0.0,No
98054-1,"Ramirez, Rebecca K.",2022-07-25 00:00:00,0.0,No
98096-1,"Martinez, Paul C.",2022-07-26 00:00:00,0.0,Yes
98098-1,"Edwards, Mark U.",2022-07-27 00:00:00,0.0,Yes
98129-1,"Morris, Judith B.",2022-07-27 00:00:00,0.0,Yes
98138-1,"Smith, Matthew K.",2022-07-28 00:00:00,0.0,No
98173-1,"Hernandez, Victoria L.",2022-07-29 00:00:00,0.0,No
98183-1,"Diaz, Melissa R.",2022-07-30 00:00:00,0.0,Yes
98194-1,"Richardson, Ronald N.",2022-07-31 00:00:00,0.0,Yes
98206-1,"Morris, Jeffrey D.",2022-07-31 00:00:00,0.0,Yes
98275-1,"James, Brandon Q.",2022-08-02 00:00:00,0.0,Yes
98325-1,"Thomas, Nicholas C.",2022-08-03 00:00:00,0.0,No
98417-1,"Harris, Jerry H.",2022-08-07 00:00:00,0.0,Yes
98424-1,"James, Brandon Q.",2022-08-08 00:00:00,0.0,Yes
98434-1,"Flores, Kenneth L.",2022-08-08 00:00:00,0.0,Yes
98443-1,"Cooper, Diane F.",2022-08-08 00:00:00,0.0,Yes
98444-1,"Adams, Joshua F.",2022-08-08 00:00:00,0.0,No
98508-1,"White, Kyle G.",2022-08-10 00:00:00,0.0,Yes
98556-1,"Rivera, John K.",2022-08-12 00:00:00,0.0,No
98577-1,"Mendoza, Matthew V.",2022-08-13 00:00:00,0.0,Yes
98604-1,"Flores, Kenneth L.",2022-08-15 00:00:00,0.0,Yes
98613-1,"Ortiz, Sandra C.",2022-08-15 00:00:00,0.0,Yes
98617-1,"Edwards, Mark U.",2022-08-15 00:00:00,0.0,Yes
98750-1,"Johnson, Rachel J.",2022-08-21 00:00:00,0.0,Yes
98829-1,"James, Brandon Q.",2022-08-24 00:00:00,0.0,Yes
98913-1,"Campbell, Susan W.",2022-08-28 00:00:00,0.0,Yes
98955-1,"Cruz, Christopher C.",2022-08-29 00:00:00,0.0,No
99032-1,"Johnson, Rachel J.",2022-09-01 00:00:00,0.0,No
99045-1,"Stewart, Christina P.",2022-09-01 00:00:00,0.0,Yes
99059-1,"Campbell, Susan W.",2022-09-01 00:00:00,0.0,Yes
99070-1,"Johnson, Rachel J.",2022-09-02 00:00:00,0.0,Yes
99097-1,"Cox, Steven W.",2022-09-03 00:00:00,0.0,Yes
99238-1,"Green, Amanda P.",2022-09-08 00:00:00,0.0,No
99239-1,"Wright, Tyler Q.",2022-09-08 00:00:00,0.0,No
99240-1,"Johnson, Timothy J.",2022-09-08 00:00:00,0.0,No
99241-1,"Hernandez, Victoria L.",2022-09-08 00:00:00,0.0,No
99324-1,"Edwards, Mark U.",2022-09-12 00:00:00,0.0,Yes
99352-1,"Harris, Melissa F.",2022-09-13 00:00:00,0.0,Yes
99414-1,"Martinez, Paul C.",2022-09-14 00:00:00,0.0,Yes
99472-1,"Castro Fuentes, Sharon G.",2022-09-18 00:00:00,0.0,Yes
99510-1,"Kim, Christine E.",2022-09-19 00:00:00,0.0,No
99522-1,"Evans, Jonathan F.",2022-09-19 00:00:00,0.0,Yes
99565-1,"Morris, Judith B.",2022-09-20 00:00:00,0.0,Yes
99566-1,"Morris, Judith B.",2022-09-20 00:00:00,0.0,Yes
